ID,ROLES,SALARY,EDUCATION,EXPERIENCE,NOC CODE,TEER,BUSINESS,LOCATIONS,PUBLISHED DATES,EMPLOYMENT TYPE,JOB DURATION,WEEKLY HOURS,VACANCIES,WORK PERMIT
41192494,home child care provider,$19.00,Secondary (high) school graduation certificate,Experience an asset,44100,4,QUINGHUIZI ZOU,Stouffville (ON),"June 04, 2024",Full time,Permanent employment,30 hours per week,1,No
41192484,sign installer,$21.00,"No degree, certificate or diploma",Experience an asset,73200,3,Thunder Bay Sign & Install (2016) Inc,Thunder Bay (ON),"June 04, 2024",Full time,Permanent employment,30 to 45 hours per week,2,No
41192485,"cook, ethnic foods",$20.00,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,Windmeal Food,Amherstburg (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,1,No
41192455,CNC (computer numerical control) machinist,$28.50,Secondary (high) school graduation certificate,3 years to less than 5 years,72100,2,LP Custom Machining Ltd.,Stoney Creek (ON),"June 04, 2024",Full time,Permanent employment,42.5 hours per week,8,Yes
41192443,retail store supervisor,$22.00,Secondary (high) school graduation certificate,1 to less than 7 months,62010,2,Canco Petroleum LTD,North York (ON),"June 04, 2024",Full time,Permanent employment,35 to 40 hours per week,1,No
41192441,community and social services worker,$25.00,Bachelor's degree,3 years to less than 5 years,42201,2,Halp Technologies Corporation,Toronto (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41192433,food service supervisor,$18.00,Secondary (high) school graduation certificate,Experience an asset,62020,2,DAHIEM' S FOOD INC.,Oshawa (ON),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,2,No
41192422,food service supervisor,$17.10,Secondary (high) school graduation certificate,7 months to less than 1 year,62020,2,SUBWAY,Shelburne (ON),"June 04, 2024",Full time,Permanent employment,35 hours per week,1,No
41192425,"butcher, retail",$20.00,"No degree, certificate or diploma",1 year to less than 2 years,63201,3,Starsky Fine Foods Inc.,Mississauga (ON),"June 04, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41192417,cook,$16.55,Secondary (high) school graduation certificate,Experience an asset,63200,3,DAHIEM' S FOOD INC.,Oshawa (ON),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,2,No
41192404,plastic products assembler,$21.75,Secondary (high) school graduation certificate,1 year to less than 2 years,94212,4,Servco Manufacturing,Ancaster (ON),"June 04, 2024",Full time,Permanent employment,42.5 to 50 hours per week,1,Yes
41192376,electrical installation supervisor,$41.00,Bachelor's degree,1 year to less than 2 years,72011,2,Safer Electric Inc.,Brampton (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41191980,baker,$18.00,Secondary (high) school graduation certificate,1 year to less than 2 years,63202,3,Tim Hortons,Markham (ON),"June 04, 2024",Full time,Permanent employment,35 to 40 hours per week,2,Yes
41191979,recruitment specialist,$34.00,College/CEGEP,7 months to less than 1 year,12101,2,Eminence Consulting Services,Brampton (ON),"June 04, 2024",Full time,Permanent employment,35 hours per week,1,No
41191956,"electrician helper, powerhouse",$22.45,"No degree, certificate or diploma",Will train,75119,5,Expert Electrical Ltd,Edmonton (AB),"June 04, 2024",Full time,Permanent employment,40 hours per week,2,Yes
41191958,child care provider - private home,$19.00,Secondary (high) school graduation certificate,Experience an asset,44100,4,Yue Gu,North York (ON),"June 04, 2024",Full time,Permanent employment,30 to 35 hours per week,1,Yes
41191908,Montessori Teacher,$20.00,Secondary (high) school graduation certificate,7 months to less than 1 year,42202,2,Inspire Montessori School Corp,Markham (ON),"June 04, 2024",Full time,Permanent employment,35 to 40 hours per week,1,Yes
41191898,office administrative assistant,$22.00,College/CEGEP,1 year to less than 2 years,13110,3,Alaa Immigration Services,Mississauga (ON),"June 04, 2024",Full time,Permanent employment,30 hours per week,1,Yes
41191897,construction project coordinator,$25.00,Bachelor's degree,1 year to less than 2 years,70010,0,Premium Construction,Nepean (ON),"June 04, 2024",Full time,Permanent employment,35 hours per week,1,No
41191879,cook,$25.00,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,THE MILL TAVERN,Manotick (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41191840,general labourer - manufacturing,$19.00,"No degree, certificate or diploma",Will train,95109,5,Technichrome Industries Ltd.,Acheson (AB),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,2,No
41191828,office administrator,$27.00,College/CEGEP,7 months to less than 1 year,13100,3,Sarosh Cpa Solutions Inc.,Concord (ON),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,1,Yes
41514528,user support technician,$29.60,College/CEGEP,3 years to less than 5 years,22221,2,Sirocco Pharmacy LTD,Calgary (AB),"June 04, 2024",Full time,Permanent employment,30 hours per week,1,Yes
41191441,food service supervisor,$18.65,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Tim Hortons,Edmonton (AB),"June 04, 2024",Full time,Permanent employment,32 to 40 hours per week,1,Yes
41191381,cook,$17.00,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,Sakura Sushi & Grill,Cochrane (AB),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,3,No
41191383,food services manager,$22.00,Secondary (high) school graduation certificate,1 year to less than 2 years,60030,0,The Food Dudes Inc.,Toronto (ON),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,2,Yes
41191337,office administrator,$30.00,Secondary (high) school graduation certificate,1 year to less than 2 years,13100,3,Xiang Investments Ltd,Calgary (AB),"June 04, 2024",Full time,Permanent employment,35 to 40 hours per week,1,No
41191330,bookkeeper,$29.50,Secondary (high) school graduation certificate,1 year to less than 2 years,12200,2,Xiang Investments Ltd,Calgary (AB),"June 04, 2024",Full time,Permanent employment,35 to 40 hours per week,1,No
41191287,accounting bookkeeper,$20.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",2 years to less than 3 years,12200,2,V-TAC Accounting Services Inc.,York (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,2,No
41191023,retail store supervisor,$22.40,Secondary (high) school graduation certificate,7 months to less than 1 year,62010,2,Petro Canada,Keswick (ON),"June 04, 2024",Full time,Permanent employment,35 to 40 hours per week,2,No
41191006,kitchen helper,$20.00,"No degree, certificate or diploma",Will train,65201,5,2600247 Ontario Limited,Milton (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,5,No
41191009,restaurant manager,$24.00,Secondary (high) school graduation certificate,1 year to less than 2 years,60030,0,Domino's Pizza,Kingston (ON),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,1,Yes
41190967,restaurant manager,$28.50,College/CEGEP,7 months to less than 1 year,60030,0,Mannat Group Inc.,Mississauga (ON),"June 04, 2024",Full time,Permanent employment,30 hours per week,2,No
41190956,food service supervisor,$18.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Sakura Sushi & Grill,Cochrane (AB),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,2,No
41190935,truck driver-supervisor,$32.50,Secondary (high) school graduation certificate,1 year to less than 2 years,72024,2,Canus Transportation,Stoney Creek (ON),"June 04, 2024",Full time,Permanent employment,35 to 40 hours per week,1,Yes
41190933,food service supervisor,$19.20,Secondary (high) school graduation certificate,7 months to less than 1 year,62020,2,Popeyes Louisiana Kitchen,North York (ON),"June 04, 2024",Full time,Permanent employment,35 to 40 hours per week,1,No
41190932,"helper, carpenter",$22.00,"No degree, certificate or diploma",Experience an asset,75110,5,G & K Finishing and Renovation Ltd,Calgary (AB),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,2,Yes
41190914,food services manager,$22.00,Secondary (high) school graduation certificate,1 year to less than 2 years,60030,0,Ma-Ro Catering,North York (ON),"June 04, 2024",Full time,Permanent employment,30 to 44 hours per week,1,Yes
41190911,office administrative assistant,$26.00,Secondary (high) school graduation certificate,Experience an asset,13110,3,GHUMMAN TRUCKING LTD.,Edmonton (AB),"June 04, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41190912,"truck driver, long haul",$28.50,Secondary (high) school graduation certificate,Experience an asset,73300,3,Canus Transportation,Stoney Creek (ON),"June 04, 2024",Full time,Permanent employment,35 to 44 hours per week,2,Yes
41190837,anatomical pathologist,0.00,"Degree in medicine, dentistry, veterinary medicine or optometry",5 years or more,31100,1,Alberta Precision Laboratories Ltd.,Calgary (AB),"June 04, 2024",Full time,Permanent employment,2022.75 hours per year,1,No
41190290,food counter attendant,$15.50,"No degree, certificate or diploma",Will train,65201,5,Bearries,Bragg Creek (AB),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,2,No
41190267,"manager, methods and procedures",0.00,Bachelor's degree,5 years or more,10029,0,Andritz Ltd.,Brantford (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41190253,jewellery polisher,$18.00,"No degree, certificate or diploma",Experience an asset,94219,4,Giorgio JWL Inc.,Scarborough (ON),"June 04, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41190196,"front desk clerk, hotel",$16.00,"No degree, certificate or diploma",Will train,64314,4,Super 8 Three Hills by Wyndham,Three Hills (AB),"June 04, 2024",Full time,Permanent employment,32 to 40 hours per week,2,Yes
41190166,line cook,$18.00,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,Spaccio,Toronto (ON),"June 04, 2024",Full time,Permanent employment,35 to 40 hours per week,1,No
41189773,housekeeping aide,$18.00,"No degree, certificate or diploma",Experience an asset,65310,5,OGOR HOUSEHOLD,Aurora (ON),"June 04, 2024",Full time,Permanent employment,30 hours per week,1,Yes
41502642,administrative assistant,$26.00,Secondary (high) school graduation certificate,1 to less than 7 months,13110,3,SSSS IMMIGRATION SERVICES,Calgary (AB),"June 04, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41189723,machine operator - food and beverage processing,$21.30,"No degree, certificate or diploma",Experience an asset,94140,4,Biscuits Leclerc Ltd,Cornwall (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,4,Yes
41189710,cook,$18.00,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,Maurya East Indian Roti,Toronto (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41415415,kitchen manager,$20.50,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",7 months to less than 1 year,62020,2,Kelseys 7125,Windsor (ON),"June 04, 2024",Full time,Permanent employment,35 to 40 hours per week,1,No
41189690,food service supervisor,$21.00,Bachelor's degree,5 years or more,62020,2,Spoletini/Palumbo Inc,Calgary (AB),"June 04, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41189684,painter,$25.00,Secondary (high) school graduation certificate,3 years to less than 5 years,73112,3,Color Finish Ltd,Edmonton (AB),"June 04, 2024",Full time,Permanent employment,40 hours per week,2,No
41189344,food counter attendant,$15.50,"No degree, certificate or diploma",Will train,65201,5,Wandering River A&W,Wandering River (AB),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,3,Yes
41189332,child caregiver - private home,$17.00,Secondary (high) school graduation certificate,2 years to less than 3 years,44100,4,Demah Alnajjar,North York (ON),"June 04, 2024",Full time,Permanent employment,40 to 44 hours per week,1,No
41189317,food service supervisor,$18.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",1 year to less than 2 years,62020,2,Maurya East Indian Roti,Toronto (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,1,No
41189301,"assistant manager, restaurant",$22.00,Secondary (high) school graduation certificate,2 years to less than 3 years,60030,0,CORRON INVESTMENTS INC,Mississauga (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41188831,kitchen helper,$16.55,"No degree, certificate or diploma",Will train,65201,5,EDO JAPAN,Nepean (ON),"June 04, 2024",Full time,Permanent employment,30 to 40 hours per week,1,No
41187806,administrative assistant,$26.00,Secondary (high) school graduation certificate,7 months to less than 1 year,13110,3,Westdab Trucking Corp,Edmonton (AB),"June 04, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41185845,food service supervisor,$21.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,1000255710 ONTARIO INC.,Ottawa (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,1,No
41185840,butcher - butcher shop,$18.50,Secondary (high) school graduation certificate,1 year to less than 2 years,63201,3,LAITH MEAT SHOP,Mississauga (ON),"June 04, 2024",Full time,Permanent employment,40 hours per week,1,No
41185799,business development officer,$50.00,Secondary (high) school graduation certificate,2 years to less than 3 years,41402,1,Ramzanali Esthetics Supplies Ltd.,Calgary (AB),"June 03, 2024",Full time,Permanent employment,37.5 to 44 hours per week,1,Yes
41185445,Web site editor,$30.95,Bachelor's degree,2 years to less than 3 years,51110,1,Neighbourhood Pub,Calgary (AB),"June 03, 2024",Full time,Permanent employment,35 hours per week,2,No
41184833,dance instructor,$30.25,"No degree, certificate or diploma",1 year to less than 2 years,53120,3,YOUNG BHANGRA,Calgary (AB),"June 03, 2024",Full time,Permanent employment,37.5 to 44 hours per week,2,No
41184829,after-sales service technician - electrical appliances,$20.00,"College, CEGEP or other non-university certificate or diploma from a program of 3 months to less than 1 year",5 years or more,72421,2,"TianXing Cloud Supply Chain (Canada) Co., Ltd",Markham (ON),"June 03, 2024",Full time,Permanent employment,40 hours per week,1,No
41184798,food service supervisor,$17.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Five Guys Burgers and Fries,Brampton (ON),"June 03, 2024",Full time,Permanent employment,37.5 hours per week,1,No
41184680,robotics technologist,$33.37,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",1 year to less than 2 years,22301,2,T DOT AUTOMATION INC,Guelph (ON),"June 03, 2024",Full time,Permanent employment,30 to 40 hours per week,3,Yes
41403828,office manager,$27.00,College/CEGEP,1 year to less than 2 years,13100,3,12844273 Canada Corp,Brampton (ON),"June 03, 2024",Full time,Permanent employment,35 hours per week,1,No
41507571,food service supervisor,$18.00,"No degree, certificate or diploma",1 to less than 7 months,62020,2,Porta Romana Restaurant Ltd.,Spruce Grove (AB),"June 03, 2024",Full time,Permanent employment,30 to 40 hours per week,1,No
41184637,food counter attendant,$16.00,"No degree, certificate or diploma",Will train,65201,5,Windenn Inc,Edmonton (AB),"June 03, 2024",Full time,Permanent employment,32 hours per week,2,No
41184415,load control supervisor,$24.04,Secondary (high) school graduation certificate,1 year to less than 2 years,12013,2,2535250 Ontario Inc.,Cambridge (ON),"June 03, 2024",Full time,Permanent employment,30 hours per week,1,Yes
41184402,food service supervisor,$19.00,Secondary (high) school graduation certificate,2 years to less than 3 years,62020,2,AH-SO SUSHI,Ottawa (ON),"June 03, 2024",Full time,Permanent employment,30 to 40 hours per week,1,Yes
41184398,cook,$17.50,"No degree, certificate or diploma",1 year to less than 2 years,63200,3,Braven,Edmonton (AB),"June 03, 2024",Full time,Permanent employment,30 to 40 hours per week,9,Yes
41184372,chef,$28.50,Secondary (high) school graduation certificate,7 months to less than 1 year,62200,2,Mannat Group Inc.,Mississauga (ON),"June 03, 2024",Full time,Permanent employment,30 hours per week,2,No
41184368,live-in caregiver,$20.00,Secondary (high) school graduation certificate,7 months to less than 1 year,44101,4,Calista Collin,Rockwood (ON),"June 03, 2024",Full time,Permanent employment,30 to 40 hours per week,1,No
41184357,"butcher, retail",$20.00,Secondary (high) school graduation certificate,1 year to less than 2 years,63201,3,1314925 Ontario Limited,Port Sydney (ON),"June 03, 2024",Full time,Permanent employment,35 to 40 hours per week,1,Yes
41184358,food counter attendant,$15.80,"No degree, certificate or diploma",Will train,65201,5,2217437 Alberta Ltd.,Edmonton (AB),"June 03, 2024",Full time,Permanent employment,30 to 40 hours per week,2,Yes
41184346,sales supervisor - retail,$22.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62010,2,Chapel Hats,Calgary (AB),"June 03, 2024",Full time,Permanent employment,38 hours per week,1,Yes
41184335,sales supervisor - retail,$23.08,Secondary (high) school graduation certificate,1 to less than 7 months,62010,2,1406480 ALBERTA LTD,Edmonton (AB),"June 03, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41184337,Hairdressing salon supervisor,$25.00,Bachelor's degree,7 months to less than 1 year,62029,2,Mosaic Hair Group,North York (ON),"June 03, 2024",Full time,Permanent employment,35 to 40 hours per week,1,Yes
41184312,cook,$17.50,Secondary (high) school graduation certificate,2 years to less than 3 years,63200,3,Hansik,Edmonton (AB),"June 03, 2024",Full time,Permanent employment,30 to 40 hours per week,2,No
41183972,retail store supervisor,$20.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62010,2,Circle K,Blue Mountains (ON),"June 03, 2024",Full time,Permanent employment,30 to 40 hours per week,2,Yes
41183969,baker,$17.00,Secondary (high) school graduation certificate,7 months to less than 1 year,63202,3,Tim Hortons,Elliot Lake (ON),"June 03, 2024",Full time,Permanent employment,35 to 40 hours per week,2,Yes
41183959,restaurant manager,$28.50,College/CEGEP,1 year to less than 2 years,60030,0,Daal Roti,Mississauga (ON),"June 03, 2024",Full time,Permanent employment,30 hours per week,1,No
41183949,retail store supervisor,$22.00,Secondary (high) school graduation certificate,1 to less than 7 months,62010,2,SRI SAI ENTERPRISES INC.,Gormley (ON),"June 03, 2024",Full time,Permanent employment,30 to 40 hours per week,1,No
41406946,forestry supervisor,$34.97,Secondary (high) school graduation certificate,7 months to less than 1 year,82010,2,Strano Forestry Services Corp,Hinton (AB),"June 03, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41183912,child caregiver - private home,$20.00,Secondary (high) school graduation certificate,7 months to less than 1 year,44100,4,"Tiffany Zigras, Michael Ort",Mississauga (ON),"June 03, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41183913,baker,$18.00,Secondary (high) school graduation certificate,1 year to less than 2 years,63202,3,Tim Hortons,Richmond Hill (ON),"June 03, 2024",Full time,Permanent employment,35 to 40 hours per week,2,Yes
41183910,food service supervisor,$18.55,Secondary (high) school graduation certificate,7 months to less than 1 year,62020,2,SUBWAY SANDWICHES,Oshawa (ON),"June 03, 2024",Full time,Permanent employment,35 hours per week,1,No
41183899,animal farmer,$17.50,Secondary (high) school graduation certificate,5 years or more,80020,0,2830271 Ontario Inc,Burlington (ON),"June 03, 2024",Full time,Permanent employment,40 to 44 hours per week,1,No
41183886,general construction supervisor,$40.00,Secondary (high) school graduation certificate,1 year to less than 2 years,72021,2,J&K Electrical Services Ltd.,Edmonton (AB),"June 03, 2024",Full time,Permanent employment,30 to 40 hours per week,1,No
41183861,administrative assistant,$25.64,Secondary (high) school graduation certificate,1 year to less than 2 years,13110,3,J&K Electrical Services Ltd.,Edmonton (AB),"June 03, 2024",Full time,Permanent employment,30 to 40 hours per week,1,No
41527339,retail store supervisor,$20.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62010,2,2466867 Alberta Ltd.,Ponoka (AB),"July 26, 2024",Full time,Permanent employment,35 hours per week,3,No
41523715,kitchen manager,$18.00,Secondary (high) school graduation certificate,2 years to less than 3 years,62020,2,PK 17TH AVENUE INC.,Calgary (AB),"July 26, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41522056,restaurant assistant manager,$20.00,Secondary (high) school graduation certificate,1 year to less than 2 years,60030,0,2539769 Ontario Inc.,Orangeville (ON),"July 25, 2024",Full time,Permanent employment,30 to 40 hours per week,3,Yes
41519636,esthetician,$17.60,Secondary (high) school graduation certificate,1 year to less than 2 years,63211,3,I.FAB BEAUTY SALON,Oakville (ON),"July 25, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41513766,greenhouse labourer,$16.71,"No degree, certificate or diploma",Will train,85103,5,Prism Farms Ltd,Leamington (ON),"July 24, 2024",Full time,Permanent employment,40 to 50 hours per week,25,No
41513751,farm supervisor,$22.00,"No degree, certificate or diploma",2 years to less than 3 years,82030,2,1628487 AB Ltd,Warner (AB),"July 24, 2024",Full time,Permanent employment,40 hours per week,1,Yes
41508362,retail store supervisor,$21.00,Secondary (high) school graduation certificate,7 months to less than 1 year,62010,2,Canadian Tire Gas Station,Newcastle (ON),"July 23, 2024",Full time,Term or contract,40 hours per week,2,Yes
41503709,welder,$26.00,Secondary (high) school graduation certificate,1 year to less than 2 years,72106,2,Pride Truck Sales Ltd.,Mississauga (ON),"July 22, 2024",Full time,Permanent employment,30 to 40 hours per week,2,No
41501434,food service supervisor,$17.00,"No degree, certificate or diploma",1 year to less than 2 years,62020,2,Tim Hortons,Medicine Hat (AB),"July 22, 2024",Full time,Permanent employment,30 to 40 hours per week,7,Yes
41500587,restaurant manager,$25.00,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",2 years to less than 3 years,60030,0,Shriji Catering & Takeout Services Inc.,Brampton (ON),"July 22, 2024",Full time,Permanent employment,35 hours per week,1,No
41500088,fruit farm worker,$16.71,"No degree, certificate or diploma",Experience an asset,85101,5,Maile Spirits Corp.,Thornbury (ON),"July 22, 2024",Full time,Seasonal employment,32 to 44 hours per week,3,Yes
41499580,general store manager,$39.00,Bachelor's degree,2 years to less than 3 years,60020,0,CANADIAN TIRE GAS BAR,Waterdown (ON),"July 22, 2024",Full time,Permanent employment,42.5 hours per week,1,No
41499579,shift manager - fast food restaurant,$17.75,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,2428957 Ontario Inc. Brampton,Brampton (ON),"July 22, 2024",Full time,Permanent employment,30 to 40 hours per week,2,Yes
41498952,"assembler, plastic products",$22.82,"No degree, certificate or diploma",1 to less than 7 months,94212,4,KP Building Products,Alexandria (ON),"July 22, 2024",Full time,Permanent employment,84 hours bi-weekly,3,Yes
41489736,auto glass installer,$20.00,Secondary (high) school graduation certificate,Experience an asset,72411,2,Aspen Auto Glass,Canmore (AB),"July 19, 2024",Full time,Permanent employment,40 to 44 hours per week,2,No
41489633,general construction supervisor,$40.50,Secondary (high) school graduation certificate,1 year to less than 2 years,72021,2,P GILL CONSTRUCTION LTD.,Edmonton (AB),"July 19, 2024",Full time,Permanent employment,37.5 hours per week,1,No
41486235,driller - oil and gas drilling,$26.00,Other trades certificate or diploma,1 to less than 7 months,83101,3,Green Energy Services Inc,Sexsmith (AB),"July 19, 2024",Full time,Permanent employment,40 to 60 hours per week,2,Yes
41485863,security guard supervisor,$23.00,"No degree, certificate or diploma",7 months to less than 1 year,62029,2,OBN Consulting Inc,Etobicoke (ON),"July 19, 2024",Full time,Permanent employment,35 to 44 hours per week,5,Yes
41484739,flat roofer,$32.00,"No degree, certificate or diploma",3 years to less than 5 years,73110,3,HSX INCORPORATED,Markham (ON),"July 19, 2024",Full time,Permanent employment,35 to 44 hours per week,4,Yes
41481682,food service supervisor,$18.70,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,Bar Burrito Canmore,Canmore (AB),"July 18, 2024",Full time,Permanent employment,30 to 40 hours per week,2,Yes
41480898,greaser,$21.00,"No degree, certificate or diploma",Will train,74203,4,HUMBLE LOGISTICS LTD.,Edmonton (AB),"July 18, 2024",Full time,Permanent employment,35 hours per week,2,Yes
41477244,retail store supervisor,$22.00,Secondary (high) school graduation certificate,7 months to less than 1 year,62010,2,Connexions Ltd.,Oshawa (ON),"July 18, 2024",Full time,Permanent employment,30 to 35 hours per week,1,No
41476779,truck driver,$28.50,Secondary (high) school graduation certificate,Will train,73300,3,JD Linehaul Inc.,Caledon (ON),"July 18, 2024",Full time,Permanent employment,40 to 50 hours per week,1,Yes
41475476,daycare coordinator,$29.50,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",2 years to less than 3 years,42202,2,2438207 ALBERTA LTD,Okotoks (AB),"July 17, 2024",Full time,Permanent employment,40 hours per week,1,No
41475229,insurance agent,$32.21,Secondary (high) school graduation certificate,7 months to less than 1 year,63100,3,Jeff Cooke Insurance Agency Ltd,Calgary (AB),"July 17, 2024",Full time,Permanent employment,35 to 40 hours per week,2,Yes
41474416,campus maintenance manager,0.00,Bachelor's degree,1 year to less than 2 years,70012,0,Camp Cadicasu,Kananaskis (AB),"July 17, 2024",Full time,Term or contract,40 hours per week,1,Yes
41473316,baker,$18.00,Secondary (high) school graduation certificate,Will train,63202,3,West Hill Bakers Hut Inc.,Scarborough (ON),"July 17, 2024",Full time,Permanent employment,37.5 hours per week,2,Yes
41472935,appliance service technician,$22.00,Other trades certificate or diploma,5 years or more,72421,2,Tabreed Thermal Control Limited,Hamilton (ON),"July 17, 2024",Full time,Permanent employment,40 to 44 hours per week,1,Yes
41472895,medical administrative assistant,$25.00,Secondary (high) school graduation certificate,Experience an asset,13112,3,CHAULA MEHTA MEDICINE PROFESSIONAL CORPORATION,Mississauga (ON),"July 17, 2024",Full time,Permanent employment,30 to 44 hours per week,1,No
41472420,cook,$16.55,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,SME PIZZA ONTARIO LTD.,Scarborough (ON),"July 17, 2024",Full time,Permanent employment,32 hours per week,4,No
41472373,food service supervisor,$17.00,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,SME PIZZA ONTARIO LTD.,East York (ON),"July 17, 2024",Full time,Permanent employment,32 hours per week,2,No
41471988,meat packager,$17.00,"No degree, certificate or diploma",1 year to less than 2 years,95106,5,2213256 Ontario Ltd,Georgetown (ON),"July 17, 2024",Full time,Permanent employment,40 hours per week,10,Yes
41471460,food service supervisor,$18.65,Secondary (high) school graduation certificate,1 year to less than 2 years,62020,2,2092825 Alberta Ltd. O/A The Chopped Leaf,Edmonton (AB),"July 17, 2024",Full time,Permanent employment,35 hours per week,1,Yes
41469072,psychiatrist,0.00,Bachelor's degree,1 year to less than 2 years,31100,1,Precision Medical Centre Inc,Nepean (ON),"July 16, 2024",Full time,Permanent employment,35 to 45 hours per week,6,Yes
41467970,administrative assistant,$25.00,Secondary (high) school graduation certificate,7 months to less than 1 year,13110,3,Canada Fortune Group Inc,Mississauga (ON),"July 16, 2024",Full time,Permanent employment,35 hours per week,3,Yes
41465728,"farm labourer, grain",$27.50,"No degree, certificate or diploma",1 year to less than 2 years,85101,5,"CEDAR BROOK FARMS, LTD.",Dapp (AB),"July 16, 2024",Full time,Permanent employment,40 to 60 hours per week,1,No
41463988,cook,$18.25,Secondary (high) school graduation certificate,2 years to less than 3 years,63200,3,TOPS PIZZA & STEAK HOUSE LTD.,Calgary (AB),"July 16, 2024",Full time,Permanent employment,40 hours per week,2,No
41461196,heavy-duty equipment technician,$38.00,Other trades certificate or diploma,Experience an asset,72401,2,Mr. Diesel Inc,Calgary (AB),"July 15, 2024",Full time,Permanent employment,40 hours per week,5,Yes
41460457,cook,$16.55,Secondary (high) school graduation certificate,1 year to less than 2 years,63200,3,Philthy Philly's Cheesesteak & Poutinerie,Burlington (ON),"July 15, 2024",Full time,Permanent employment,35 hours per week,2,Yes
41460166,"guard, security",$19.00,Secondary (high) school graduation certificate,Will train,64410,4,Central Protection Services Inc.,Edmonton (AB),"July 15, 2024",Full time,Permanent employment,30 hours per week,5,Yes
41459666,truck driver,$25.00,Secondary (high) school graduation certificate,Will train,73300,3,COAST TO COAST XPRESS INC,Brampton (ON),"July 15, 2024",Full time,Permanent employment,32 to 40 hours per week,1,Yes
41459653,framer-carpenter,$28.50,Secondary (high) school graduation certificate,1 to less than 7 months,72310,2,U.K.RENOVATIONS INC,Woodbridge (ON),"July 15, 2024",Full time,Permanent employment,35 hours per week,2,Yes
41459537,maintenance manager,$47.12,Other trades certificate or diploma,5 years or more,70012,0,Lullaboo Nursery and Childcare center,Richmond Hill (ON),"July 15, 2024",Full time,Permanent employment,34 hours per week,1,Yes
41459120,administrative assistant,$29.00,Secondary (high) school graduation certificate,7 months to less than 1 year,13110,3,GL2 Trucking INC,Mississauga (ON),"July 15, 2024",Full time,Permanent employment,30 hours per week,1,No
41459001,food counter attendant,$15.80,"No degree, certificate or diploma",Will train,65201,5,Cora Breakfast and Lunch,Leduc (AB),"July 15, 2024",Full time,Permanent employment,32 hours per week,3,No
